;vg_image_id;topname;altname;domain;H;total_responses;typ1;typ2;typ_ctx1;typ_ctx2
110;963;jacket;dress;clothing;0.1959092708736049;33;0.6446799635887146;0.6055551767349243;0.7786056995391846;0.8002417087554932
111;964;man;person;people;0.3298460702071463;33;0.7136155366897583;0.6088485717773438;0.7388051152229309;0.7183198928833008
112;993;airplane;plane;vehicles;1.2475562489182657;32;0.780412495136261;0.7540961503982544;0.6904341578483582;0.6721495389938354
113;997;floor;carpet;home;0.9971803988942642;32;0.7758058905601501;0.7655075192451477;0.8000378608703613;0.823682963848114
114;1039;counter;table;home;1.4505820084462415;24;0.5751138925552368;0.5636516809463501;0.754173219203949;0.7108574509620667
115;1041;boy;child;people;1.2145219973448833;31;0.6757884621620178;0.6610583066940308;0.7555808424949646;0.7514417767524719
116;1046;tent;shelter;buildings;0.2422921890824148;25;0.5901349186897278;0.6179525852203369;0.6487728953361511;0.6225905418395996
117;1065;curtain;screen;home;0.2163969324512645;29;0.748215913772583;0.3820565938949585;0.7288744449615479;0.6574572920799255
118;1068;bed;blanket;home;0.6269948563165914;35;0.7382772564888;0.6217954158782959;0.8327459692955017;0.7753592133522034
119;1074;house;building;buildings;0.5608251769947303;30;0.6410340070724487;0.7169718146324158;0.6216513514518738;0.6653015613555908
120;1077;shirt;sweater;clothing;1.03514019815571;29;0.669522762298584;0.7450136542320251;0.7191826105117798;0.7471187114715576
121;1079;bookshelf;shelf;home;1.738524844522861;29;0.7656916975975037;0.6074647903442383;0.8209460377693176;0.8269209861755371
122;1097;carpet;floor;home;1.1820320942909506;33;0.7751979231834412;0.7128851413726807;0.6412003636360168;0.6577547192573547
123;1110;floor;carpet;home;0.9986359641585718;23;0.7397333979606628;0.7273669242858887;0.7104701399803162;0.7268337607383728
124;1132;counter;countertop;home;0.946686086912346;32;0.7367764711380005;0.7029374241828918;0.6831223368644714;0.6606017351150513
125;1139;woman;girl;people;1.2496392378801418;33;0.6020157337188721;0.6189843416213989;0.6436251997947693;0.6526621580123901
126;1143;floor;carpet;home;0.9940302114769566;33;0.8385804891586304;0.8074740171432495;0.7398786544799805;0.755260705947876
127;1175;wall;table;home;1.413454266463601;30;0.6306036710739136;0.5604451298713684;0.7345709204673767;0.6956233978271484
128;1180;counter;cabinet;home;1.6993660159854242;26;0.730176568031311;0.6950441002845764;0.8615313768386841;0.850695788860321
129;1198;car;station wagon;vehicles;0.3372900666170139;32;0.6489818096160889;0.6860026121139526;0.7579945921897888;0.7717981934547424
130;1199;couch;sofa;home;0.9852281360342514;35;0.7810424566268921;0.7700362205505371;0.7766258716583252;0.7785539031028748
131;1205;carpet;floor;home;1.2604408810349512;31;0.739543080329895;0.7328546047210693;0.7141209244728088;0.7426698803901672
132;1208;rug;carpet;home;0.74959525725948;28;0.632533073425293;0.674574077129364;0.8511402606964111;0.8349780440330505
133;1231;table;counter;home;0.3712323266408756;28;0.6017083525657654;0.5288002490997314;0.7668930888175964;0.7525509595870972
134;1238;shirt;t-shirt;clothing;0.9912513992084367;31;0.7441866397857666;0.7450188398361206;0.5409373641014099;0.5333610773086548
135;1241;bridge;pier;buildings;1.1595547523787308;34;0.5826267004013062;0.5894585847854614;0.8143307566642761;0.80624920129776
136;1246;woman;female;people;0.2163969324512645;29;0.6896421909332275;0.681530773639679;0.7872084379196167;0.7588745355606079
137;1248;bench;seat;home;0.968270247409618;27;0.5785625576972961;0.5456332564353943;0.6890842914581299;0.7700731754302979
138;1277;carpet;floor;home;1.1392781631244115;28;0.7825338840484619;0.7449641227722168;0.8117492198944092;0.809474766254425
139;1278;carpet;floor;home;0.8812908992306926;30;0.8069844841957092;0.7879915833473206;0.8041765093803406;0.7879224419593811
140;1293;desk;table;home;0.5328350630342235;33;0.7959589958190918;0.6581119298934937;0.8525775671005249;0.7548714876174927
141;1299;rug;carpet;home;0.7335379291086666;34;0.7717165350914001;0.7481845021247864;0.8138632774353027;0.78757643699646
142;1300;couch;sofa;home;1.0927253957766567;34;0.7142969369888306;0.7161986827850342;0.8309786319732666;0.8297285437583923
143;1310;couch;sofa;home;1.1092800210442264;34;0.8176252841949463;0.814287543296814;0.8314474821090698;0.8393381237983704
144;1313;counter;countertop;home;1.0676898236494567;28;0.72343909740448;0.7375209927558899;0.807050883769989;0.8131299018859863
145;1318;table;furniture;home;0.6685644431995963;32;0.7454084753990173;0.697820246219635;0.7783034443855286;0.8206581473350525
146;1326;woman;girl;people;1.2635442407015731;29;0.7561676502227783;0.7845017313957214;0.8102028369903564;0.8115401268005371
147;1373;shirt;t-shirt;clothing;0.966980348768924;34;0.7035423517227173;0.7119853496551514;0.7259079813957214;0.7173985838890076
148;1375;man;person;people;1.696240074722917;31;0.6728513240814209;0.6016277074813843;0.7714061737060547;0.7495545148849487
149;1387;desk;table;home;0.625262405223423;32;0.7811270952224731;0.638347864151001;0.8844107985496521;0.7706490159034729
150;1392;desk;table;home;0.833764907210665;34;0.6586959362030029;0.5987330675125122;0.7539730072021484;0.6548416614532471
151;1393;desk;table;home;0.5293608652873645;25;0.8145459890365601;0.6841186285018921;0.822066068649292;0.6791062355041504
152;1394;desk;table;home;1.1331842537834438;34;0.7372907400131226;0.6794753074645996;0.8478224277496338;0.7555848956108093
153;1398;shirt;sweater;clothing;1.1092271387984602;30;0.5190112590789795;0.5558792948722839;0.6809227466583252;0.7173728346824646
154;1405;building;house;buildings;1.2145219973448833;31;0.705376923084259;0.6499698758125305;0.7857614755630493;0.7377733588218689
155;1409;building;house;buildings;1.072080954883921;32;0.7435370087623596;0.7750673294067383;0.8026479482650757;0.728338897228241
156;1410;house;building;buildings;0.7455178428108286;33;0.6021018624305725;0.6941871643066406;0.7223246693611145;0.7611063122749329
157;1459;car;suv;vehicles;1.214127269376383;34;0.7174708247184753;0.7255449295043945;0.8213509321212769;0.817075788974762
158;1464;car;vehicle;vehicles;0.3159971329784246;35;0.6647757291793823;0.6292919516563416;0.5704886317253113;0.577682614326477
159;1467;car;suv;vehicles;1.0693857385344487;35;0.6809120774269104;0.718202531337738;0.8006093502044678;0.7983918190002441
160;1468;car;suv;vehicles;1.942368820411528;32;0.6833378672599792;0.7073990106582642;0.7440423369407654;0.742992103099823
161;1471;car;automobile;vehicles;0.1831220683013729;36;0.6899229288101196;0.7163063883781433;0.5719529986381531;0.5883445739746094
162;1472;car;vehicle;vehicles;0.4903415031415079;36;0.6458156704902649;0.6323812007904053;0.6591457724571228;0.6630157828330994
163;1514;desk;table;home;0.8112781244591328;28;0.8186108469963074;0.7183396816253662;0.7229793071746826;0.6524174809455872
164;1517;desk;table;home;0.3620512517339981;29;0.7864712476730347;0.6954713463783264;0.8221321105957031;0.7309465408325195
165;1518;desk;table;home;0.6051865766334203;27;0.8027146458625793;0.6365697979927063;0.7775956988334656;0.6236185431480408
166;1519;desk;table;home;0.7382848661434507;24;0.7962179780006409;0.6300466656684875;0.8602818250656128;0.7456982135772705
167;1521;desk;table;home;0.6193821946787638;26;0.8156362771987915;0.6948105096817017;0.7327117323875427;0.6512151956558228
168;1522;desk;table;home;0.9283620723948676;32;0.8029099106788635;0.670971155166626;0.8284709453582764;0.7266358137130737
169;1523;desk;table;home;0.4689955935892813;30;0.7895691990852356;0.7208919525146484;0.7831085324287415;0.6971174478530884
170;1524;counter;countertop;home;1.183088913358015;27;0.7467465996742249;0.7462630271911621;0.7637955546379089;0.7605543732643127
171;1525;desk;table;home;0.4394969869215134;33;0.8138871788978577;0.6832113265991211;0.8153331875801086;0.7222128510475159
172;1545;carpet;floor;home;1.4318873153407885;29;0.7851261496543884;0.7766159176826477;0.8141282200813293;0.8147455453872681
173;1548;bookshelf;bookcase;home;1.3141506221482602;29;0.7397632002830505;0.7096869349479675;0.6762624979019165;0.6727132797241211
174;1588;bench;chair;home;0.3372900666170139;32;0.6916464567184448;0.4966868758201599;0.6834769248962402;0.6641372442245483
175;1607;table;counter;home;0.4586858162005403;31;0.7438971400260925;0.6013768315315247;0.697775058740475;0.6907948157030736
176;1618;desk;table;home;0.4138168503036338;24;0.7814121246337891;0.6706035733222961;0.8083699941635132;0.7223256230354309
177;1619;desk;table;home;1.1783043483886713;29;0.8170894980430603;0.6931365132331848;0.8637975454330444;0.744611382484436
178;1621;desk;table;home;0.6840384356390417;33;0.805933952331543;0.6884602904319763;0.8596031665802002;0.7563570737838745
179;1628;van;car;vehicles;1.2946258909859782;35;0.7603322863578796;0.7458822131156921;0.8829277157783508;0.8767672777175903
180;1652;van;car;vehicles;1.1037297257429597;33;0.7065396308898926;0.6494702696800232;0.8027183413505554;0.8093410134315491
181;1665;desk;table;home;0.4488644887230293;32;0.8317888379096985;0.6882453560829163;0.7380355596542358;0.6677495837211609
182;1667;desk;table;home;0.3809465857053902;27;0.7859823107719421;0.6837232112884521;0.8187375664710999;0.7330528497695923
183;1677;desk;table;home;0.4586858162005403;31;0.8011695742607117;0.6963347792625427;0.7962920069694519;0.7235333323478699
184;1678;desk;table;home;0.3227569588973982;34;0.7807648181915283;0.7188913822174072;0.7411549091339111;0.7149189710617065
185;1686;table;desk;home;0.9975025463691152;34;0.7089245915412903;0.8133665323257446;0.7088598012924194;0.7792466878890991
186;1688;desk;table;home;0.6024308020404453;34;0.8214979767799377;0.7244710922241211;0.7726538777351379;0.6772627830505371
187;1689;floor;carpet;home;0.9182958340544892;24;0.7174785137176514;0.7453715205192566;0.7883267998695374;0.814370334148407
188;1700;bookshelf;bookcase;home;1.526513926869045;33;0.872831404209137;0.8448746800422668;0.8053080439567566;0.7906951308250427
189;1704;desk;table;home;0.1871762568732083;35;0.7826380729675293;0.701084554195404;0.8409950137138367;0.7440927028656006
190;1705;desk;table;home;0.5435644431995963;32;0.8163736462593079;0.6523237824440002;0.8442057371139526;0.7238325476646423
191;1706;desk;table;home;0.6840384356390417;33;0.6372601389884949;0.5704444646835327;0.813325047492981;0.713584840297699
192;1740;woman;person;people;0.830602115145806;29;0.46488088369369507;0.3945298492908478;0.48587802052497864;0.46573811769485474
193;1741;jacket;blazer;clothing;1.5703612224162216;32;0.6444376707077026;0.7126320600509644;0.6853387355804443;0.7678290605545044
194;1742;car;vehicle;vehicles;0.6540471842463447;33;0.629216194152832;0.6397830247879028;0.8079231977462769;0.8043559789657593
195;1754;car;vehicle;vehicles;1.1803849406115836;35;0.6875269412994385;0.6623726487159729;0.827992856502533;0.8127535581588745
196;1760;car;automobile;vehicles;0.1914332548141933;34;0.6922276616096497;0.7186503410339355;0.7982438206672668;0.806041955947876
197;1827;statue;woman;animals_plants;1.3520301017579528;26;0.5816957950592041;0.35577213764190674;0.5722575783729553;0.5153700113296509
198;1835;house;building;buildings;0.2055925081850829;31;0.4995914697647095;0.6420877575874329;0.697775058740475;0.6907948157030736
199;1846;house;building;buildings;0.345117314944953;31;0.6887207627296448;0.7142633199691772;0.7178066968917847;0.7737947702407837
200;1876;house;building;buildings;1.1221321968555455;31;0.6644166707992554;0.6837613582611084;0.6964988112449646;0.754703164100647
201;1878;building;house;buildings;0.9182958340544892;30;0.6714479327201843;0.5534570813179016;0.7176206111907959;0.6916177868843079
202;1883;boat;vehicle;vehicles;0.3533593350214213;30;0.5164110064506531;0.5130561590194702;0.6569522619247437;0.719597339630127
203;1970;house;building;buildings;0.64020643336047;34;0.6126357913017273;0.6809574961662292;0.6533048748970032;0.6972448229789734
204;1977;desk;table;home;0.1959092708736049;33;0.7827135920524597;0.667483925819397;0.8089917302131653;0.7142482995986938
205;1984;counter;vanity;home;1.3213394973607078;32;0.7612788677215576;0.7121767997741699;0.7995426654815674;0.7944623231887817
206;1985;sofa;chair;home;1.995807484990945;33;0.6489229798316956;0.3882675766944885;0.7523248195648193;0.7342060804367065
207;1997;carpet;floor;home;1.0942658959797504;31;0.8117790222167969;0.7610397338867188;0.8286604881286621;0.8052864670753479
208;2003;carpet;floor;home;1.305803563478725;27;0.6251936554908752;0.5903182625770569;0.7441065311431885;0.696892261505127
209;2004;bench;furniture;home;1.0622698109081752;28;0.5624438524246216;0.6561209559440613;0.7244867086410522;0.8774203062057495
210;2006;couch;sofa;home;0.9672947789468944;33;0.7332379817962646;0.7115225195884705;0.8106231689453125;0.8077094554901123
211;2011;cabinet;dresser;home;1.851602785986716;26;0.652851402759552;0.6821480989456177;0.67914879322052;0.7342095971107483
212;2032;lamp;light;home;0.4220005168831531;35;0.6737008094787598;0.3384895920753479;0.7317705750465393;0.6137592196464539
213;2044;couch;sofa;home;1.2612796872684702;34;0.8133419752120972;0.8119277358055115;0.776668906211853;0.7841687202453613
214;2046;house;home;buildings;0.1871762568732083;35;0.6394124031066895;0.7194479703903198;0.7751880288124084;0.7964372634887695
215;2048;house;building;buildings;0.5115779700152472;34;0.6456714868545532;0.7216869592666626;0.7213500738143921;0.7728273272514343
216;2064;sink;vanity;home;2.05752004204086;27;0.6041606664657593;0.73130863904953;0.8672451972961426;0.9020706415176392
217;2076;house;building;buildings;0.3095434291503252;36;0.6595291495323181;0.715400218963623;0.7996183037757874;0.8058814406394958
218;2086;house;building;buildings;0.5934003486044382;36;0.7038162350654602;0.7681871056556702;0.7925242185592651;0.7966692447662354
219;2087;house;building;buildings;0.4394969869215134;33;0.7244024276733398;0.7586392164230347;0.7932557463645935;0.8363096117973328
220;2092;couch;sofa;home;1.194173734256912;36;0.7613572478294373;0.7628965973854065;0.7721598744392395;0.7741180658340454
221;2103;counter;cabinets;home;1.493660689688186;25;0.6027676463127136;0.5863898396492004;0.7709104418754578;0.7941939830780029
222;2110;house;building;buildings;0.7578784625383954;32;0.7313569188117981;0.7829664349555969;0.7320694923400879;0.7789194583892822
223;2118;rug;carpet;home;0.7950402793845224;25;0.6567946672439575;0.7059963345527649;0.7934869527816772;0.7635805606842041
224;2119;house;building;buildings;0.7219280948873623;30;0.5883898138999939;0.7393356561660767;0.7059848308563232;0.7667222619056702
225;2123;couch;sofa;home;1.6820708027473965;32;0.7937614321708679;0.7970793843269348;0.8052034378051758;0.8012248873710632
226;2156;carpet;floor;home;1.3096910973393818;26;0.7510714530944824;0.7061473727226257;0.792065441608429;0.7860515117645264
227;2157;carpet;rug;home;1.687694700679664;33;0.7148086428642273;0.707530677318573;0.7032903432846069;0.7469498515129089
228;2164;table;island;home;0.5115779700152472;34;0.6472791433334351;0.46330028772354126;0.7459479570388794;0.674310028553009
229;2199;rug;carpet;home;1.454183254425336;29;0.7256792187690735;0.7769271731376648;0.8071386814117432;0.8101837635040283
230;2204;desk;table;home;0.8554508105601306;25;0.7806754112243652;0.6371992230415344;0.8153456449508667;0.6961581707000732
231;2207;couch;sofa;home;0.7871265862012689;34;0.860316276550293;0.8574450612068176;0.8591868877410889;0.8620744347572327
232;2214;desk;cabinet;home;2.198183947911799;26;0.603002667427063;0.4591192901134491;0.697775058740475;0.6907948157030736
