vg_object_id	response	domain	H	familiarity	N	link_mn	topname_Mandarin	topname_English	list
184186	{'菜菜': 1, '蔬菜': 15, '菜': 3, '青菜': 2, '水果': 1}	food	1.4886022351695138	2.538776136363636	5	http://object-naming-amore.upf.edu//2412916_184186_singleton_obj.png	['蔬菜']	lettuce	list2
188069	{'枕头': 1, '床': 12, '地面': 1, '旅馆床': 1, '房间': 1, '宾馆': 1, '地板': 2}	home	1.8784775129881186	3.5120035087719295	7	http://object-naming-amore.upf.edu//2412729_188069_seed_ambiguous.png	['床']	bed	list6
188297	{'运动员': 5, '棒球手': 2, '男人': 4, '球员': 1, '人': 3, '棒球选手': 1, '投球手': 1, '投手': 1}	people	2.7052290027422967	3.6198666666666663	8	http://object-naming-amore.upf.edu//2412722_188297_singleton_obj.png	['运动员']	pitcher	list6
190264	{'车': 3, '消防车': 13, '车子': 1, '巴士': 1, '卡车': 1}	vehicles	1.4657904693384451	2.3327631578947368	5	http://object-naming-amore.upf.edu//2412626_190264_singleton_obj.png	['消防车']	firetruck	list6
192388	{'木头': 1, '桌子': 12, '茶几': 4, '饭桌': 1, '杂志': 1}	home	1.562688039303908	2.7220578947368415	5	http://object-naming-amore.upf.edu//2412531_192388_singleton_obj.png	['桌子']	table	list6
193894	{'衣服': 6, '喇嘛': 1, '袈裟': 8, '僧袍': 1, '披风': 1, '僧服': 1, '袍子': 2, '红袍': 1}	clothing	2.4156614701917634	2.603195238095238	8	http://object-naming-amore.upf.edu//2412462_193894_supercat_unique.png	['袈裟']	robe	list4
198247	{'桌面': 1, '工具': 1, '苹果配件': 1, '办公桌': 1, '电脑': 1, '电器': 2, '桌子': 4}	home	2.550340709546388	2.7297409090909093	7	http://object-naming-amore.upf.edu//2412283_198247_singleton_obj.png	['桌子']	desk	list6
204533	{'橙子': 1, '碗': 15, '果盘': 2, '器皿': 1}	home	1.0582770432263342	2.5632947368421055	4	http://object-naming-amore.upf.edu//2412024_204533_supercat_ambiguous.png	['碗']	bowl	list6
206340	{'浴缸': 18, '脸盆': 1, '蝙蝠房': 1}	home	0.5689955935892812	2.4716175000000002	3	http://object-naming-amore.upf.edu//2411945_206340_singleton_obj.png	['浴缸']	bathtub	list5
214935	{'小孩': 8, '宝宝': 1, '儿童': 1, '女孩': 6, '女': 1, '孩子': 1, '女孩儿': 1}	people	2.168465671110589	3.7831122807017543	7	http://object-naming-amore.upf.edu//2410549_214935_singleton_obj.png	['小孩']	child	list7
217868	{'人': 6, '女人': 10, '女孩': 1, '女生': 1, '女性': 4, '女士': 1}	people	2.0570812624395973	4.25924347826087	6	http://object-naming-amore.upf.edu//2410428_217868_singleton_obj.png	['女人']	woman	list3
220982	{'墙': 2, '栅栏': 1, '房子': 2, '楼': 1, '植物': 2, '数': 1, '楼房': 1, '建筑物': 1, '外墙': 1, '窗户': 2, '院子': 1, '栏杆': 1, '窗边': 1, '树丛': 1, '屋子': 1}	buildings	3.826874881864638	2.862774089068826	15	http://object-naming-amore.upf.edu//2410302_220982_singleton_obj.png	['墙', '房子', '植物', '窗户']	house	list7
223500	{'浴盆': 3, '浴缸': 14, '杯子': 1, '鱼缸': 1}	home	1.192250860234642	2.491121052631579	4	http://object-naming-amore.upf.edu//2410205_223500_singleton_obj.png	['浴缸']	bathtub	list6
228972	{'人们': 1, '小姐': 1, '女': 1, '女人': 3, '车': 9, '人': 3, '女孩': 1, '车子': 2, '汽车': 1, '选美小姐': 1}	vehicles	2.782731520521893	4.221720772946859	10	http://object-naming-amore.upf.edu//2409981_228972_seed_ambiguous.png	['车']	car	list3
229526	{'床': 10, '椅子': 2, '检查床': 1, '躺椅': 1, '船': 1}	home	1.5589385323502771	3.5042716666666665	5	http://object-naming-amore.upf.edu//2409952_229526_singleton_obj.png	['床']	bed	list6
231521	{'鸟': 16, '鹦鹉': 3}	animals_plants	0.6292492238560347	3.1422	2	http://object-naming-amore.upf.edu//2409871_231521_singleton_obj.png	['鸟']	bird	list7
233670	{'刀': 14, '水果刀': 3, '刀子': 2, '菜刀': 1, '餐刀': 1, '橙汁机': 1}	home	1.729529054502301	2.690204545454545	6	http://object-naming-amore.upf.edu//2409781_233670_supercat_unique.png	['刀']	knife	list1
239307	{'键盘': 2, '桌子': 11, '书桌': 4, '办公桌': 1, '书台': 1}	home	1.7187828921272557	2.725106578947368	5	http://object-naming-amore.upf.edu//2409553_239307_singleton_obj.png	['桌子']	desk	list6
239519	{'人': 6, '女人': 10, '女孩': 2, '老师': 1, '女士': 1, '女生': 1}	people	1.9766480916739717	4.399971428571428	6	http://object-naming-amore.upf.edu//2409545_239519_supercat_unique.png	['女人']	woman	list4
239712	{'女人': 8, '人': 7, '打电话': 1, '围巾': 1, '打电话的人': 1, '女性': 1, '女士': 2}	people	2.218437210664321	4.377376190476191	7	http://object-naming-amore.upf.edu//2409537_239712_singleton_obj.png	['女人']	woman	list2
240051	{'火车桥': 1, '桥': 16, '火车轨': 1, '车道': 1, '大桥': 1, '铁路': 2}	buildings	1.4594316186372973	2.851745454545455	6	http://object-naming-amore.upf.edu//2409523_240051_singleton_obj.png	['桥']	bridge	list3
241301	{'面包': 22}	food	0.0	3.0795	1	http://object-naming-amore.upf.edu//2409460_241301_supercat_unique.png	['面包']	bread	list1
249930	{'车': 16, '汽车': 5, '车子': 1}	vehicles	1.0226297788901695	4.090559090909091	3	http://object-naming-amore.upf.edu//2409055_249930_singleton_obj.png	['车']	car	list2
250734	{'和服': 5, '浴衣': 1, '衣服': 9, '衣领': 1, '外套': 1, '裙子': 1, '红色礼服': 1, '红色的': 1}	clothing	2.3149798205164815	2.9339400000000007	8	http://object-naming-amore.upf.edu//2409008_250734_seed_ambiguous.png	['衣服']	kimono	list1
252586	{'衣服': 11, '上衣': 1, '恤': 4, '短袖': 2, '衬衫': 2, '球衣': 1}	clothing	2.008805622540176	3.172709523809524	6	http://object-naming-amore.upf.edu//2408921_252586_supercat_unique.png	['衣服']	shirt	list2
254028	{'飞机': 20, '机尾': 1, '航班': 1}	vehicles	0.5304060778306042	3.6491749999999996	3	http://object-naming-amore.upf.edu//2408841_254028_seed_ambiguous.png	['飞机']	airplane	list2
255433	{'桌子': 12, '桌面': 1, '茶几': 2, '遥控器': 2, '算盘': 1, '书桌': 1, '偏僻的': 1}	home	1.9709505944546686	2.6525925	7	http://object-naming-amore.upf.edu//2408772_255433_singleton_obj.png	['桌子']	table	list5
256110	{'车': 4, '房子': 8, '汽车': 1, '车头': 2, '楼房': 2, '建筑': 2}	buildings	2.247927513443585	3.4431526315789474	6	http://object-naming-amore.upf.edu//2408724_256110_supercat_unique.png	['房子']	house	list2
256354	{'牙刷': 1, '碗': 14, '猫食': 1, '猫粮': 2, '杯子': 1}	home	1.3372449392958774	2.8202631578947366	5	http://object-naming-amore.upf.edu//2408715_256354_singleton_obj.png	['碗']	bowl	list6
258124	{'后视镜': 8, '车': 1, '镜子': 8, '狗': 3, '相机': 1, '反光镜': 1, '车侧镜': 1}	vehicles	2.229871195093384	2.5902949275362315	7	http://object-naming-amore.upf.edu//2408616_258124_singleton_obj.png	['后视镜', '镜子']	mirror	list3
259061	{'面包': 19, '麦片面包': 1, '面包片': 1, '饼': 1}	food	0.7907669479360189	2.986518181818181	4	http://object-naming-amore.upf.edu//2408574_259061_supercat_unique.png	['面包']	bread	list1
260093	{'面包': 12, '贝果': 1, '食物': 3, '蛋糕': 1, '早餐': 1, '饼': 1, '甜甜圈': 1}	food	1.9332062193464952	3.1598429999999995	7	http://object-naming-amore.upf.edu//2408520_260093_singleton_obj.png	['面包']	bagel	list5
273446	{'面包': 18, '麦片面包': 1, '面包片': 1, '烤': 1, '蛋糕': 1}	food	1.0476747992754052	3.0063636363636363	5	http://object-naming-amore.upf.edu//2407795_273446_singleton_obj.png	['面包']	bread	list1
275946	{'婴儿车': 12, '推车': 6, '宝宝车': 1, '儿童车': 1, '看门人': 1, '婴儿': 1}	people	1.7990077544108969	2.1262	6	http://object-naming-amore.upf.edu//2407659_275946_supercat_ambiguous.png	['婴儿车']	stroller	list1
275981	{'男人': 4, '运动员': 4, '接球': 1, '人': 4, '捕手': 1, '棒球选手': 3, '棒球员': 1, '棒球手': 1, '球员': 1, '守门员': 1, '帽': 1}	people	3.1523912776298677	3.474566883116884	11	http://object-naming-amore.upf.edu//2407657_275981_supercat_unique.png	['男人', '运动员', '人']	catcher	list2
276191	{'桌子': 6, '桌面': 3, '电脑': 3, '笔记本电脑': 2}	home	1.8773870642966133	2.9092476190476186	4	http://object-naming-amore.upf.edu//2407642_276191_singleton_obj.png	['桌子']	desk	list2
278070	{'比萨饼': 2, '食物': 2, '披萨': 11, '饼': 2, '比萨': 3, '烤饼': 1}	food	2.068096693865725	2.466452380952381	6	http://object-naming-amore.upf.edu//2407526_278070_singleton_obj.png	['披萨']	pizza	list4
279661	{'桌子': 14, '餐桌': 4, '野餐桌': 1, '野餐': 1}	home	1.2567796494470393	2.9620933333333332	4	http://object-naming-amore.upf.edu//2407426_279661_singleton_obj.png	['桌子']	table	list5
280498	{'牛': 16, '羊': 2, '鹿': 1}	animals_plants	0.7742433029172697	3.2202105263157894	3	http://object-naming-amore.upf.edu//2407386_280498_singleton_obj.png	['牛']	cow	list7
281452	{'雪': 1, '滑雪者': 1, '男人': 6, '人': 6, '越野滑雪者': 1, '滑雪': 2, '滑雪员': 1, '男生': 1}	people	2.5100564603565396	4.0942526315789465	8	http://object-naming-amore.upf.edu//2407335_281452_singleton_obj.png	['男人', '人']	skier	list6
282806	{'顶棚': 3, '房顶': 1, '动物园馆屋顶': 1, '屋顶': 5, '棚子': 2, '棚顶': 1, '帐': 1}	buildings	2.495602923729013	2.2767942857142853	7	http://object-naming-amore.upf.edu//2407260_282806_singleton_obj.png	['屋顶']	roof	list6
288564	{'蛋糕': 17, '巧克力蛋糕': 1, '甜点': 2, '糕点': 1, '饼': 1}	food	1.2100285140347624	3.1656090909090904	5	http://object-naming-amore.upf.edu//2406895_288564_singleton_obj.png	['蛋糕']	cupcake	list1
291902	{'飞机': 17, '战斗机': 3}	vehicles	0.6098403047164005	3.4711399999999997	2	http://object-naming-amore.upf.edu//2406678_291902_singleton_obj.png	['飞机']	airplane	list5
293388	{'衣服': 10, '衬衫': 8, '衬衣': 2, '上衣': 2}	clothing	1.6767370300521327	3.3019545454545454	4	http://object-naming-amore.upf.edu//2406579_293388_supercat_unique.png	['衣服']	shirt	list2
295431	{'男孩': 17, '小孩': 3, '男生': 1, '孩子们看到': 1}	people	1.0848063548455136	3.6251545454545453	4	http://object-naming-amore.upf.edu//2414429_295431_singleton_obj.png	['男孩']	boy	list1
295663	{'羊': 13, '羊群': 5, '动物': 1, '山羊': 2, '猪': 1}	animals_plants	1.6541881272613421	2.5752909090909095	5	http://object-naming-amore.upf.edu//2414403_295663_singleton_obj.png	['羊']	sheep	list2
298100	{'人': 4, '女': 1, '女孩': 7, '女人': 3, '运动服': 1, '玩球员': 1, '女性': 2, '运动员': 2, '女士': 1, '女网运动员': 1}	people	2.940676218814983	3.9923152173913037	10	http://object-naming-amore.upf.edu//2413307_298100_seed_ambiguous.png	['女孩']	girl	list3
299026	{'人': 3, '上衣': 1, '女人': 9, '人赛车摩托': 1, '女士': 2, '骑手': 1}	people	2.011920928594794	4.082430588235295	6	http://object-naming-amore.upf.edu//2412974_299026_singleton_obj.png	['女人']	woman	list6
309610	{'甜甜圈': 1, '甜点': 1, '面包': 8, '面包圈': 1, '甜甜圈饼': 1, '百吉饼': 1, '甜品': 2, '蛋糕': 1, '贝果': 3}	food	2.6292492238560348	2.856564912280701	9	http://object-naming-amore.upf.edu//2411596_309610_singleton_obj.png	['面包']	bagel	list7
309756	{'蛋糕': 1, '甜点': 2, '甜甜圈': 10, '油炸圈饼': 2, '食物': 2, '麦圈': 1, '甜品': 2, '圈圈': 1}	food	2.4294945204514447	2.6223190476190474	8	http://object-naming-amore.upf.edu//2411585_309756_singleton_obj.png	['甜甜圈']	donuts	list4
314521	{'公车': 3, '车': 7, '汽车': 7, '消防车': 2, '大巴': 1, '巴士': 2}	vehicles	2.274983599956846	3.3136454545454543	6	http://object-naming-amore.upf.edu//2411247_314521_singleton_obj.png	['车', '汽车']	bus	list2
315109	{'盘子': 2, '碗': 6}	home	0.8112781244591328	2.8655	2	http://object-naming-amore.upf.edu//2411208_315109_singleton_obj.png	['碗']	bowl	list4
317017	{'狗狗': 2, '狗': 20, '宠物狗': 1}	animals_plants	0.6784070909375673	4.0722	3	http://object-naming-amore.upf.edu//2411072_317017_singleton_obj.png	['狗']	dog	list3
318244	{'山羊': 2, '牛': 13, '公牛': 1, '羊': 3, '奶牛': 3}	animals_plants	1.7496365577208821	2.961636363636364	5	http://object-naming-amore.upf.edu//2410969_318244_singleton_obj.png	['牛']	cow	list1
319265	{'鸭': 1, '鸟': 17, '海鸟': 1}	animals_plants	0.5907239186406503	3.164994736842105	3	http://object-naming-amore.upf.edu//2410891_319265_singleton_obj.png	['鸟']	bird	list2
319360	{'浴池': 3, '浴缸': 18, '澡池子': 1, '管道': 1}	home	1.0534081504863568	2.4741159420289858	4	http://object-naming-amore.upf.edu//2410884_319360_singleton_obj.png	['浴缸']	bathtub	list3
320645	{'男人': 11, '衣服': 1, '人': 7, '平躺': 1, '短袖': 1, '男子': 1}	people	1.836466515936684	4.138209090909091	6	http://object-naming-amore.upf.edu//2410770_320645_supercat_unique.png	['男人']	man	list2
326843	{'菜': 4, '包菜': 4, '高丽菜': 1, '食物': 1, '卷心菜': 7, '蔬菜': 3, '大头菜': 1, '菜花': 1}	food	2.622778347884266	2.2747818181818182	8	http://object-naming-amore.upf.edu//2406045_326843_singleton_obj.png	['卷心菜']	cabbage	list2
331294	{'网球护具': 1, '头盔': 7, '女棒球手': 1, '帽子': 1, '棒球帽': 1, '棒球盔': 1}	clothing	1.9473387961875535	2.7150249999999994	6	http://object-naming-amore.upf.edu//2405536_331294_supercat_unique.png	['头盔']	helmet	list6
333282	{'架子': 3, '镜子': 15, '柜子': 1, '柜': 1}	vehicles	1.1540157730727998	2.79854	4	http://object-naming-amore.upf.edu//2405305_333282_singleton_obj.png	['镜子']	mirror	list3
336566	{'飞机': 21}	vehicles	0.0	3.7007	1	http://object-naming-amore.upf.edu//2404919_336566_singleton_obj.png	['飞机']	airplane	list4
337593	{'狗': 16, '狗猫': 1, '动物': 1, '宠物': 2}	animals_plants	1.0219280948873624	3.8826316666666667	4	http://object-naming-amore.upf.edu//2404815_337593_singleton_obj.png	['狗']	dog	list5
342203	{'棚子': 1, '房子': 15, '屋子': 1, '建筑': 1, '木屋': 1, '房': 1, '建筑物': 1, '小屋': 1, '船屋': 1}	buildings	1.97558982848624	3.478548913043478	9	http://object-naming-amore.upf.edu//2404484_342203_singleton_obj.png	['房子']	house	list3
345860	{'狗': 17, '宠物狗': 1}	animals_plants	0.3095434291503252	4.0722	2	http://object-naming-amore.upf.edu//2404163_345860_supercat_unique.png	['狗']	dog	list6
347273	{'车前盖': 3, '咕噜头': 1, '引擎罩': 1, '引擎盖': 2, '车头': 3, '车盖': 3, '海盗': 1, '车头盖': 1, '车': 2, '骷颅头': 1, '汽车罩': 1}	clothing	3.286629486786196	2.648625	11	http://object-naming-amore.upf.edu//2403997_347273_supercat_unique.png	['车前盖', '车头', '车盖']	hood	list7
349741	{'船': 18, '弃船': 1}	vehicles	0.2974722489192897	3.6276999999999995	2	http://object-naming-amore.upf.edu//2403753_349741_singleton_obj.png	['船']	boat	list6
350237	{'披萨': 12, '比萨': 2, '炸鸡排': 1, '肉': 1, '比萨饼': 1, '面包': 1, '肉排': 1, '食物': 1, '牛扒': 1, '酱': 1}	food	2.413088436425758	2.424444318181818	10	http://object-naming-amore.upf.edu//2403725_350237_supercat_unique.png	['披萨']	pizza	list1
352458	{'男孩': 11, '小孩': 6, '男童': 1, '宝宝': 1, '婴儿': 1, '男生': 1, '孩子们': 1}	people	2.0247260363946973	3.437730303030303	7	http://object-naming-amore.upf.edu//2403504_352458_supercat_unique.png	['男孩']	baby	list1
357186	{'人': 8, '网球手': 2, '男人': 6, '男子网球运动员': 1, '运动': 1, '运动员': 1}	people	2.063202513215852	4.443527631578947	6	http://object-naming-amore.upf.edu//2403044_357186_singleton_obj.png	['人']	man	list6
359693	{'衣服': 8, '衬衫': 2, '工作服': 2, '销售员': 1, '上衣': 2, '制服': 2, '衬衣': 1, '短袖衬衫': 1, '外套': 1}	clothing	2.7219280948873625	3.106615	9	http://object-naming-amore.upf.edu//2411354_359693_supercat_unique.png	['衣服']	shirt	list4
359739	{'桌子': 11, '木头': 1, '凳子': 1, '垃圾': 1, '锡纸': 1, '野餐桌': 1, '餐桌': 1, '鸟的脚': 1, '木板': 1, '鸟': 1}	home	2.4192407046368487	2.89796875	10	http://object-naming-amore.upf.edu//2411338_359739_singleton_obj.png	['桌子']	table	list5
359832	{'小孩': 8, '孩子': 2, '女孩': 7, '人': 2, '小孩子': 1}	people	1.939353872167201	4.002924999999999	5	http://object-naming-amore.upf.edu//2411288_359832_singleton_obj.png	['小孩']	girl	list5
361780	{'食物': 7, '香蕉': 2, '饱': 1, '煎饼': 1, '披萨': 2, '松饼': 3, '饼子': 1, '甜食': 1, '饼': 1, '甜品': 1}	food	2.901609497059028	2.642676666666667	10	http://object-naming-amore.upf.edu//2410876_361780_singleton_obj.png	['食物']	pancakes	list5
362645	{'足球运动员': 4, '运动员': 5, '男人': 5, '人': 3, '足球': 2, '球员': 2, '男性': 1, '男孩': 1}	people	2.7855546320988784	3.5654559006211177	8	http://object-naming-amore.upf.edu//2410723_362645_singleton_obj.png	['运动员', '男人']	player	list3
365842	{'船': 14, '人': 1, '游客': 2, '快艇': 1, '游艇': 1}	vehicles	1.3372449392958774	3.4249210526315785	5	http://object-naming-amore.upf.edu//2408030_365842_singleton_obj.png	['船']	boat	list6
366886	{'浴缸': 8, '腿': 12, '大腿': 1}	home	1.2009102795095283	3.1587571428571426	3	http://object-naming-amore.upf.edu//2407470_366886_supercat_unique.png	['腿']	bathtub	list4
367093	{'人': 7, '男孩': 1, '男生': 1, '冲浪者': 2, '男人': 4, '冲浪运动员': 2, '冲浪板': 2, '男士': 1}	people	2.639353872167201	4.241516	8	http://object-naming-amore.upf.edu//2407350_367093_singleton_obj.png	['人']	surfer	list5
368997	{'城墙': 1, '建筑': 3, '塔': 1, '城堡': 9, '塔楼': 1, '城门': 1, '古堡': 1, '碉堡': 1, '建筑物': 1, '城楼': 1, '烟囱': 1, '物': 1}	buildings	2.94651286794892	2.426731818181818	12	http://object-naming-amore.upf.edu//2406473_368997_singleton_obj.png	['城堡']	building	list1
369321	{'桥': 16, '铁路桥': 1, '桥梁': 1, '船': 1}	buildings	0.8795064608120063	2.877121052631579	4	http://object-naming-amore.upf.edu//2406392_369321_singleton_obj.png	['桥']	bridge	list7
371485	{'船': 17, '邮轮': 1, '渡轮': 1, '码头': 1}	vehicles	0.8475846798245738	3.3906149999999995	4	http://object-naming-amore.upf.edu//2405871_371485_singleton_obj.png	['船']	boat	list5
373732	{'衣服': 1, '衣领': 14, '领口': 1, '领子': 4, '上衣': 1}	clothing	1.47312842712131	1.8346904761904759	5	http://object-naming-amore.upf.edu//2405309_373732_singleton_obj.png	['衣领']	collar	list4
375587	{'小孩': 2, '帐篷': 14, '游玩': 1, '人': 1, '孩子们': 1}	buildings	1.3372449392958774	2.815075	5	http://object-naming-amore.upf.edu//2404858_375587_singleton_obj.png	['帐篷']	tent	list6
376675	{'女人': 10, '逛街': 1, '人': 5, '背心': 1, '女士': 2, '女孩': 2}	people	2.067130688335406	4.30486380952381	6	http://object-naming-amore.upf.edu//2404585_376675_singleton_obj.png	['女人']	woman	list2
382989	{'飞机': 21, '客机': 1}	vehicles	0.26676498780302604	3.6108636363636366	2	http://object-naming-amore.upf.edu//2403195_382989_singleton_obj.png	['飞机']	airplane	list1
385212	{'面包': 7, '汉堡': 7, '汉堡包': 4, '汉堡面包': 1}	food	1.7582975708748247	2.8238192982456143	4	http://object-naming-amore.upf.edu//2402898_385212_supercat_unique.png	['面包', '汉堡']	bun	list7
385278	{'长袖': 1, '衣服': 9, '外衣': 1, '帽衣': 1, '卫衣': 5, '衣': 1, '衬衫': 1, '外套': 1}	clothing	2.3149798205164815	3.1932	8	http://object-naming-amore.upf.edu//2402893_385278_supercat_unique.png	['衣服']	sweatshirt	list3
386790	{'床': 20, '船': 1}	home	0.2761954276479391	3.8043666666666667	2	http://object-naming-amore.upf.edu//2402752_386790_singleton_obj.png	['床']	bed	list4
387049	{'商店': 1, '房子': 7, '大楼': 1, '楼房': 3, '超市': 1, '建筑': 5, '屋子': 1, '楼': 1, '图片': 1, '建筑物': 1}	buildings	2.8223401445007745	3.0916181818181823	10	http://object-naming-amore.upf.edu//2402734_387049_singleton_obj.png	['房子']	building	list2
387263	{'男人': 9, '运动员': 2, '滑浪选手': 1, '冲浪者': 3, '男子': 1, '男孩': 3, '冲浪手': 1, '鱼': 1, '溜冰': 1}	people	2.639472526941491	3.5211325757575755	9	http://object-naming-amore.upf.edu//2402714_387263_singleton_obj.png	['男人']	surfer	list1
390099	{'食物': 3, '面包': 16, '土司': 2, '包': 1, '包子': 1}	food	1.44726249944121	2.963086956521739	5	http://object-naming-amore.upf.edu//2402373_390099_singleton_obj.png	['面包']	bread	list3
390874	{'裙子': 7, '衣服': 6, '连衣裙': 4, '童装': 1}	clothing	1.7720772537350808	2.897377777777778	4	http://object-naming-amore.upf.edu//2402303_390874_supercat_unique.png	['裙子']	dress	list5
393523	{'人': 8, '运动员': 4, '网球选手': 1, '网球手': 2, '球手': 1, '球拍': 1, '男人': 1, '球员': 1, '男士': 1}	people	2.621928094887362	3.769440714285714	9	http://object-naming-amore.upf.edu//2402014_393523_singleton_obj.png	['人']	tennis player	list5
394226	{'飞机': 21, '客机': 1}	vehicles	0.26676498780302604	3.6108636363636366	2	http://object-naming-amore.upf.edu//2401956_394226_singleton_obj.png	['飞机']	airplane	list1
395077	{'人': 5, '男人': 10, '滑雪玩家': 1, '滑雪者': 2, '男孩': 1, '滑雪男孩': 1, '双板': 1}	people	2.1623687835735015	4.404736507936508	7	http://object-naming-amore.upf.edu//2401872_395077_singleton_obj.png	['男人']	skier	list4
395636	{'披萨': 15, '比萨': 5, '比萨饼': 1, '比萨比萨': 1}	food	1.267931645520725	2.2759939393939392	4	http://object-naming-amore.upf.edu//2401819_395636_singleton_obj.png	['披萨']	pizza	list1
395988	{'青柠': 4, '柠檬': 9, '水果': 3, '清濛': 1, '橙': 1, '青柠檬': 1, '橙子': 1}	food	2.257717469130148	2.4316975	7	http://object-naming-amore.upf.edu//2401780_395988_seed_ambiguous.png	['柠檬']	lime	list5
398376	{'西装': 6, '衣服': 8, '西服': 4, '外套': 3}	clothing	1.9035239700887407	3.1245809523809522	4	http://object-naming-amore.upf.edu//2401541_398376_supercat_unique.png	['衣服']	suit	list3
400209	{'人': 4, '女人': 12, '玩家': 1, '女孩': 2, '背影': 1, '游戏女孩': 1}	people	1.867576946176195	4.2024357142857145	6	http://object-naming-amore.upf.edu//2401357_400209_seed_ambiguous.png	['女人']	woman	list4
401383	{'女孩': 13, '小孩': 6, '孩子': 1, '上衣': 1}	people	1.363008311342516	3.9156285714285715	4	http://object-naming-amore.upf.edu//2401252_401383_supercat_ambiguous.png	['女孩']	girl	list4
402450	{'女孩': 10, '打球': 1, '人': 4, '网球拍': 2, '孩子': 2, '小孩': 2, '婴儿': 1}	people	2.313100666415769	3.9518863636363633	7	http://object-naming-amore.upf.edu//2401099_402450_singleton_obj.png	['女孩']	girl	list2
405169	{'羊': 15, '羊羔': 3, '乳羊': 1, '山羊': 2}	animals_plants	1.280019973431558	2.6544793650793648	4	http://object-naming-amore.upf.edu//2400817_405169_singleton_obj.png	['羊']	sheep	list1
406103	{'床': 21, '卧室': 1}	home	0.26676498780302604	3.7763545454545455	2	http://object-naming-amore.upf.edu//2400736_406103_singleton_obj.png	['床']	bed	list2
